author_id,display_name,works_api_url,h_index,works_count,country_code
A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,55.0,642.0,JP
A5056242621,Roberta Sinatra,https://api.openalex.org/works?filter=author.id:A5056242621,30.0,84.0,DK
A5034565938,Thiemo Fetzer,https://api.openalex.org/works?filter=author.id:A5034565938,24.0,346.0,DE
A5067625837,Ralph Schroeder,https://api.openalex.org/works?filter=author.id:A5067625837,48.0,283.0,US
A5084657226,Peter Klimek,https://api.openalex.org/works?filter=author.id:A5084657226,31.0,228.0,SE
A5101759768,Dayan Wang,https://api.openalex.org/works?filter=author.id:A5101759768,54.0,349.0,CN
A5109219790,Amir Pnueli,https://api.openalex.org/works?filter=author.id:A5109219790,88.0,367.0,IL
A5092113818,Matt DeButts,https://api.openalex.org/works?filter=author.id:A5092113818,2.0,3.0,US
A5032193396,Lunan Zhao,https://api.openalex.org/works?filter=author.id:A5032193396,3.0,3.0,CN
A5108909107,Kemal Kirtac,https://api.openalex.org/works?filter=author.id:A5108909107,3.0,6.0,GB
A5011481532,Jen Schradie,https://api.openalex.org/works?filter=author.id:A5011481532,11.0,51.0,FR
A5015128745,Maarten Sap,https://api.openalex.org/works?filter=author.id:A5015128745,35.0,188.0,
A5021334672,Joshua Maynez,https://api.openalex.org/works?filter=author.id:A5021334672,12.0,51.0,
A5083807006,Sangyeon Kim,https://api.openalex.org/works?filter=author.id:A5083807006,11.0,49.0,KR
A5025981159,Thomas C. W. Mak,https://api.openalex.org/works?filter=author.id:A5025981159,83.0,1644.0,CN
A5022698469,Heetae Kim,https://api.openalex.org/works?filter=author.id:A5022698469,22.0,126.0,KR
A5030086247,Mar Canet Solà,https://api.openalex.org/works?filter=author.id:A5030086247,7.0,37.0,DE
A5084991203,Virginia Morini,https://api.openalex.org/works?filter=author.id:A5084991203,5.0,32.0,IT
A5100786285,Kwang S. Kim,https://api.openalex.org/works?filter=author.id:A5100786285,122.0,1113.0,KR
A5062286782,Tamm Mikhail,https://api.openalex.org/works?filter=author.id:A5062286782,0.0,1.0,RU
A5100658744,Yuning Liu,https://api.openalex.org/works?filter=author.id:A5100658744,22.0,64.0,TW
A5037146201,Rense Corten,https://api.openalex.org/works?filter=author.id:A5037146201,21.0,101.0,NL
A5013670125,David Lazer,https://api.openalex.org/works?filter=author.id:A5013670125,62.0,513.0,US
A5029365001,Maria Cristina de Mendonça,https://api.openalex.org/works?filter=author.id:A5029365001,9.0,13.0,PT
A5019811597,Somayyeh Mohammadi,https://api.openalex.org/works?filter=author.id:A5019811597,14.0,123.0,IE
A5018717377,Anne C. Kroon,https://api.openalex.org/works?filter=author.id:A5018717377,16.0,45.0,NL
A5100740160,Nuo Chen,https://api.openalex.org/works?filter=author.id:A5100740160,16.0,125.0,TH
A5119402063,Yusuf Sezer Car,https://api.openalex.org/works?filter=author.id:A5119402063,0.0,1.0,DE
A5087900468,Taegyoon Kim,https://api.openalex.org/works?filter=author.id:A5087900468,2.0,8.0,KR
A5113224108,Ekow Mensah,https://api.openalex.org/works?filter=author.id:A5113224108,7.0,31.0,GB
A5103805258,Salsabil Salah,https://api.openalex.org/works?filter=author.id:A5103805258,1.0,1.0,
A5059396155,Hamilton Bennett,https://api.openalex.org/works?filter=author.id:A5059396155,23.0,30.0,US
A5000600927,Iuliia Alieva,https://api.openalex.org/works?filter=author.id:A5000600927,6.0,9.0,US
A5077513889,Veronika Batzdorfer,https://api.openalex.org/works?filter=author.id:A5077513889,4.0,16.0,DE
A5058942683,Koki Ota,https://api.openalex.org/works?filter=author.id:A5058942683,5.0,9.0,JP
A5101501249,Gahyoun Gim,https://api.openalex.org/works?filter=author.id:A5101501249,1.0,3.0,KR
A5029472989,Manuel Holz,https://api.openalex.org/works?filter=author.id:A5029472989,4.0,11.0,DE
A5047166410,Sofia Wickberg,https://api.openalex.org/works?filter=author.id:A5047166410,6.0,34.0,NL
A5038292442,Nadezhda Ozornina,https://api.openalex.org/works?filter=author.id:A5038292442,3.0,4.0,
A5030859194,Kornel Laskowski,https://api.openalex.org/works?filter=author.id:A5030859194,18.0,67.0,US
A5006184736,John Collins,https://api.openalex.org/works?filter=author.id:A5006184736,43.0,318.0,US
A5002205400,Amy L. Murphy,https://api.openalex.org/works?filter=author.id:A5002205400,36.0,190.0,IT
A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,15.0,72.0,US
A5038531405,Daniel Lokshtanov,https://api.openalex.org/works?filter=author.id:A5038531405,43.0,513.0,US
A5054439389,Corinna Coupette,https://api.openalex.org/works?filter=author.id:A5054439389,7.0,62.0,DE
A5082312494,Eugene A. Chu,https://api.openalex.org/works?filter=author.id:A5082312494,14.0,43.0,US
A5100783219,Hong-Yu Zhou,https://api.openalex.org/works?filter=author.id:A5100783219,50.0,291.0,US
A5065953496,Zack Zimbalist,https://api.openalex.org/works?filter=author.id:A5065953496,6.0,14.0,AT
A5014394213,Xuechunzi Bai,https://api.openalex.org/works?filter=author.id:A5014394213,13.0,46.0,US
A5077212850,Camilla Spadavecchia,https://api.openalex.org/works?filter=author.id:A5077212850,4.0,8.0,NL
A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,3.0,11.0,US
A5013862232,Naomi Muggleton,https://api.openalex.org/works?filter=author.id:A5013862232,5.0,18.0,GB
A5108652283,Honglak Lee,https://api.openalex.org/works?filter=author.id:A5108652283,83.0,373.0,KR
A5078932059,Bernhard Haslhofer,https://api.openalex.org/works?filter=author.id:A5078932059,25.0,147.0,AT
A5072573663,Johannes Stroebel,https://api.openalex.org/works?filter=author.id:A5072573663,47.0,175.0,US
A5009248582,Mirco Nanni,https://api.openalex.org/works?filter=author.id:A5009248582,26.0,155.0,IT
A5034406723,Luca Maria Aiello,https://api.openalex.org/works?filter=author.id:A5034406723,36.0,221.0,IT
A5059651484,Hao Cui,https://api.openalex.org/works?filter=author.id:A5059651484,57.0,601.0,CN
A5076789096,Azza Bouleimen,https://api.openalex.org/works?filter=author.id:A5076789096,1.0,8.0,CH
A5030571651,Jürgen Pfeffer,https://api.openalex.org/works?filter=author.id:A5030571651,27.0,199.0,DE
A5056878670,Iakovos Evdaimon,https://api.openalex.org/works?filter=author.id:A5056878670,2.0,9.0,FR
A5008389022,Iain D. Couzin,https://api.openalex.org/works?filter=author.id:A5008389022,76.0,291.0,DE
A5016769592,Ina Ni,https://api.openalex.org/works?filter=author.id:A5016769592,1.0,2.0,DE
A5012458624,Nay San,https://api.openalex.org/works?filter=author.id:A5012458624,7.0,45.0,US
A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,51.0,191.0,US
A5100373619,Ziyu Chen,https://api.openalex.org/works?filter=author.id:A5100373619,26.0,184.0,CN
A5091451403,Neil C. Henderson,https://api.openalex.org/works?filter=author.id:A5091451403,63.0,259.0,US
A5041535475,Naihua Duan,https://api.openalex.org/works?filter=author.id:A5041535475,84.0,353.0,CN
A5041987478,Anding Wang,https://api.openalex.org/works?filter=author.id:A5041987478,36.0,116.0,CN
A5116210782,Pietro Alessandro Aluffi,https://api.openalex.org/works?filter=author.id:A5116210782,1.0,1.0,
A5039977048,Chiara Zappalà,https://api.openalex.org/works?filter=author.id:A5039977048,4.0,11.0,DK
A5083439440,Minji Heo,https://api.openalex.org/works?filter=author.id:A5083439440,1.0,1.0,KR
A5100329932,Xi Chen,https://api.openalex.org/works?filter=author.id:A5100329932,81.0,928.0,CN
A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,70.0,233.0,US
A5109839341,Shazia Subhani,https://api.openalex.org/works?filter=author.id:A5109839341,17.0,30.0,AE
A5064154638,Marion Fourcade,https://api.openalex.org/works?filter=author.id:A5064154638,31.0,113.0,US
A5074231430,Ruud Luijkx,https://api.openalex.org/works?filter=author.id:A5074231430,30.0,175.0,
A5119991515,Silvia de Sojo,https://api.openalex.org/works?filter=author.id:A5119991515,0.0,2.0,
A5089310000,Saphira Rekker,https://api.openalex.org/works?filter=author.id:A5089310000,12.0,40.0,AU
A5073010651,Sabin Roman,https://api.openalex.org/works?filter=author.id:A5073010651,8.0,21.0,SI
A5073186689,Nicolas Scharowski,https://api.openalex.org/works?filter=author.id:A5073186689,6.0,15.0,CH
A5031344663,Masahiro Takamura,https://api.openalex.org/works?filter=author.id:A5031344663,25.0,113.0,
A5040984419,Dan Ariely,https://api.openalex.org/works?filter=author.id:A5040984419,91.0,478.0,US
A5011773766,Fabio Ciulla,https://api.openalex.org/works?filter=author.id:A5011773766,8.0,30.0,US
A5110627453,Anku Rani,https://api.openalex.org/works?filter=author.id:A5110627453,5.0,21.0,
A5007130586,Zihan Yan,https://api.openalex.org/works?filter=author.id:A5007130586,24.0,188.0,US
A5069579180,Nicolò Gozzi,https://api.openalex.org/works?filter=author.id:A5069579180,13.0,47.0,US
A5005262703,Tara Sowrirajan,https://api.openalex.org/works?filter=author.id:A5005262703,3.0,6.0,US
A5052696387,Simona Sacco,https://api.openalex.org/works?filter=author.id:A5052696387,72.0,542.0,IT
A5030630783,Sebastian F. K. Svegaard,https://api.openalex.org/works?filter=author.id:A5030630783,2.0,14.0,AU
A5038043083,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5038043083,13.0,95.0,FI
A5061221995,Davide Beraldo,https://api.openalex.org/works?filter=author.id:A5061221995,9.0,24.0,NL
A5054791973,Debbie A. Lawlor,https://api.openalex.org/works?filter=author.id:A5054791973,175.0,2106.0,GB
A5114994797,Ying Wang,https://api.openalex.org/works?filter=author.id:A5114994797,105.0,1496.0,CN
A5070489486,Anthony J. Olejniczak,https://api.openalex.org/works?filter=author.id:A5070489486,32.0,91.0,
A5015358540,Zerui Tian,https://api.openalex.org/works?filter=author.id:A5015358540,4.0,8.0,CN
A5101438520,Xiaoli Zhu,https://api.openalex.org/works?filter=author.id:A5101438520,16.0,118.0,CN
A5019523274,Josef Ginnerskov,https://api.openalex.org/works?filter=author.id:A5019523274,1.0,3.0,SE
A5027729234,Jennifer D. Allen,https://api.openalex.org/works?filter=author.id:A5027729234,47.0,154.0,US
A5004327296,Yangliu Fan,https://api.openalex.org/works?filter=author.id:A5004327296,2.0,8.0,DE
A5042318907,Benjamin F. Maier,https://api.openalex.org/works?filter=author.id:A5042318907,13.0,51.0,DK
A5036764962,Miriam Schirmer,https://api.openalex.org/works?filter=author.id:A5036764962,3.0,13.0,
A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,10.0,26.0,IR
A5101631682,Wenchang Wang,https://api.openalex.org/works?filter=author.id:A5101631682,36.0,228.0,CN
A5020125188,Claire Kelling,https://api.openalex.org/works?filter=author.id:A5020125188,6.0,21.0,
A5040651152,Andrew Schauf,https://api.openalex.org/works?filter=author.id:A5040651152,3.0,13.0,ID
A5064171835,Mathias Wullum Nielsen,https://api.openalex.org/works?filter=author.id:A5064171835,22.0,99.0,DK
A5113714609,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5113714609,32.0,148.0,
A5061629163,Rosa Lavelle-Hill,https://api.openalex.org/works?filter=author.id:A5061629163,8.0,35.0,DK
A5073502448,Yakov Bart,https://api.openalex.org/works?filter=author.id:A5073502448,18.0,85.0,US
A5022729086,Bijin Joseph,https://api.openalex.org/works?filter=author.id:A5022729086,2.0,5.0,IN
A5108621713,Nick Polson,https://api.openalex.org/works?filter=author.id:A5108621713,18.0,57.0,US
A5015889955,Padinjaredath Suresh Vishnuprasad,https://api.openalex.org/works?filter=author.id:A5015889955,3.0,3.0,AU
A5037882098,Dario Krpan,https://api.openalex.org/works?filter=author.id:A5037882098,14.0,71.0,
A5014175416,Felicia Löecherbach,https://api.openalex.org/works?filter=author.id:A5014175416,8.0,23.0,
A5124304715,Diego Fregolent Mendes de Oliveira,https://api.openalex.org/works?filter=author.id:A5124304715,0.0,2.0,US
A5028199267,Stefano Palminteri,https://api.openalex.org/works?filter=author.id:A5028199267,37.0,191.0,FR
A5102699008,Andrea Lo Sasso,https://api.openalex.org/works?filter=author.id:A5102699008,1.0,1.0,
A5065441417,Joshua T Vogelstein,https://api.openalex.org/works?filter=author.id:A5065441417,48.0,582.0,US
A5072281431,Lisa Oswald,https://api.openalex.org/works?filter=author.id:A5072281431,8.0,27.0,DE
A5029563909,Tal August,https://api.openalex.org/works?filter=author.id:A5029563909,13.0,43.0,
A5043181761,Jaakko Kuorikoski,https://api.openalex.org/works?filter=author.id:A5043181761,19.0,75.0,FI
A5005439864,Francesca Bolla Tripodi,https://api.openalex.org/works?filter=author.id:A5005439864,7.0,52.0,US
A5033106393,Simon S. Woo,https://api.openalex.org/works?filter=author.id:A5033106393,25.0,244.0,KR
A5002176910,Michael Tiemann,https://api.openalex.org/works?filter=author.id:A5002176910,35.0,196.0,DE
A5039995516,Aaron Reeves,https://api.openalex.org/works?filter=author.id:A5039995516,48.0,254.0,GB
A5002020728,Mikko Kivelä,https://api.openalex.org/works?filter=author.id:A5002020728,22.0,118.0,FI
A5065212478,Huilian Sophie Qiu,https://api.openalex.org/works?filter=author.id:A5065212478,8.0,22.0,
A5024378198,Shreya Havaldar,https://api.openalex.org/works?filter=author.id:A5024378198,8.0,32.0,US
A5031842660,Donghak Lee,https://api.openalex.org/works?filter=author.id:A5031842660,5.0,7.0,KR
A5038502391,Kevin Kei Ching Hung,https://api.openalex.org/works?filter=author.id:A5038502391,25.0,141.0,US
A5021991324,Anikó Bíró,https://api.openalex.org/works?filter=author.id:A5021991324,15.0,67.0,HU
A5102962995,Munmun De Choudhury,https://api.openalex.org/works?filter=author.id:A5102962995,63.0,311.0,US
A5046305810,Sabina Tomkins,https://api.openalex.org/works?filter=author.id:A5046305810,7.0,45.0,US
A5079591013,Jian‐Yong Zhu,https://api.openalex.org/works?filter=author.id:A5079591013,22.0,82.0,CN
A5111084104,Jonathan Ivey,https://api.openalex.org/works?filter=author.id:A5111084104,1.0,5.0,
A5084195072,Zheng Xiang,https://api.openalex.org/works?filter=author.id:A5084195072,44.0,210.0,CN
A5070346701,Jason W. Burton,https://api.openalex.org/works?filter=author.id:A5070346701,6.0,26.0,DK
A5071586190,Tiziano Piccardi,https://api.openalex.org/works?filter=author.id:A5071586190,10.0,65.0,US
A5049055745,Jiaxin Pei,https://api.openalex.org/works?filter=author.id:A5049055745,11.0,46.0,CN
A5018646665,Hope Schroeder,https://api.openalex.org/works?filter=author.id:A5018646665,5.0,15.0,US
A5100606726,Yifei Chen,https://api.openalex.org/works?filter=author.id:A5100606726,46.0,305.0,CN
A5091770864,Anna De Simoni,https://api.openalex.org/works?filter=author.id:A5091770864,23.0,100.0,GB
A5081376690,Xing Xie,https://api.openalex.org/works?filter=author.id:A5081376690,51.0,216.0,CN
A5100369134,Taehee Kim,https://api.openalex.org/works?filter=author.id:A5100369134,26.0,87.0,KR
A5040581923,Kohei Nakachi,https://api.openalex.org/works?filter=author.id:A5040581923,23.0,93.0,JP
A5085520492,Caiting Li,https://api.openalex.org/works?filter=author.id:A5085520492,62.0,268.0,CN
A5049679668,Ethan Zuckerman,https://api.openalex.org/works?filter=author.id:A5049679668,23.0,96.0,US
A5072046918,Joshua A. Tucker,https://api.openalex.org/works?filter=author.id:A5072046918,62.0,417.0,US
A5093402679,Andrea W Wen-Yi,https://api.openalex.org/works?filter=author.id:A5093402679,2.0,8.0,US
A5016371653,Michele Starnini,https://api.openalex.org/works?filter=author.id:A5016371653,24.0,90.0,IT
A5083918574,Shiori Hironaka,https://api.openalex.org/works?filter=author.id:A5083918574,4.0,24.0,
A5089735707,Елена Чечик,https://api.openalex.org/works?filter=author.id:A5089735707,2.0,12.0,
A5054380585,Sarah Marie Müller,https://api.openalex.org/works?filter=author.id:A5054380585,2.0,8.0,CH
A5069375338,Philipp Koch,https://api.openalex.org/works?filter=author.id:A5069375338,41.0,176.0,DE
A5018108132,Alessandro Lomi,https://api.openalex.org/works?filter=author.id:A5018108132,35.0,187.0,CH
A5031039880,Kristina Gligorić,https://api.openalex.org/works?filter=author.id:A5031039880,10.0,48.0,
A5075717967,Cristián Candia,https://api.openalex.org/works?filter=author.id:A5075717967,8.0,57.0,US
A5026867670,Connor Jerzak,https://api.openalex.org/works?filter=author.id:A5026867670,5.0,509.0,SE
A5002826369,María Reneses,https://api.openalex.org/works?filter=author.id:A5002826369,2.0,12.0,ES
A5053982410,Fábio Sartori,https://api.openalex.org/works?filter=author.id:A5053982410,14.0,129.0,IT
A5070855193,Jan Karem Höhne,https://api.openalex.org/works?filter=author.id:A5070855193,16.0,69.0,DE
A5014095574,Sally J. Rogers,https://api.openalex.org/works?filter=author.id:A5014095574,114.0,953.0,US
A5023405697,Sangpil Youm,https://api.openalex.org/works?filter=author.id:A5023405697,3.0,4.0,US
A5057564770,Michael Yeomans,https://api.openalex.org/works?filter=author.id:A5057564770,15.0,56.0,GB
A5099120990,Adeline Clarke,https://api.openalex.org/works?filter=author.id:A5099120990,0.0,3.0,
A5035237325,Barbara Kamińska,https://api.openalex.org/works?filter=author.id:A5035237325,19.0,86.0,
A5000979874,Tobias Stark,https://api.openalex.org/works?filter=author.id:A5000979874,21.0,139.0,NL
A5079920605,Pong C. Yuen,https://api.openalex.org/works?filter=author.id:A5079920605,64.0,345.0,HK
A5048176602,Vedran Sekara,https://api.openalex.org/works?filter=author.id:A5048176602,12.0,43.0,US
A5078658990,Yann Renisio,https://api.openalex.org/works?filter=author.id:A5078658990,4.0,30.0,FR
A5001225581,Maria Antoniak,https://api.openalex.org/works?filter=author.id:A5001225581,8.0,50.0,US
A5092474581,Emma Fraxanet,https://api.openalex.org/works?filter=author.id:A5092474581,1.0,6.0,ES
A5058212934,David Bamman,https://api.openalex.org/works?filter=author.id:A5058212934,29.0,106.0,US
A5063955285,Jermain Kaminski,https://api.openalex.org/works?filter=author.id:A5063955285,11.0,29.0,NL
A5047713899,Ofer Tchernichovski,https://api.openalex.org/works?filter=author.id:A5047713899,29.0,101.0,
A5054094267,Jennifer L. Eberhardt,https://api.openalex.org/works?filter=author.id:A5054094267,30.0,93.0,US
A5025327242,Ignacio Galvarino Toledo Román,https://api.openalex.org/works?filter=author.id:A5025327242,1.0,1.0,
A5109819791,Jonathan Sakunkoo,https://api.openalex.org/works?filter=author.id:A5109819791,0.0,5.0,US
A5043382223,Babak Hemmatian,https://api.openalex.org/works?filter=author.id:A5043382223,6.0,32.0,US
A5031680408,Drew Johnston,https://api.openalex.org/works?filter=author.id:A5031680408,9.0,29.0,US
A5018152308,M. Zoll,https://api.openalex.org/works?filter=author.id:A5018152308,53.0,115.0,
A5024099895,Mingqian Zheng,https://api.openalex.org/works?filter=author.id:A5024099895,3.0,8.0,
A5016223874,Frederico Francisco,https://api.openalex.org/works?filter=author.id:A5016223874,9.0,40.0,PT
A5065284861,Lara Kirfel,https://api.openalex.org/works?filter=author.id:A5065284861,9.0,26.0,DE
A5021538265,Elisabetta Colosi,https://api.openalex.org/works?filter=author.id:A5021538265,4.0,12.0,FR
A5073874233,Yasmine Houri,https://api.openalex.org/works?filter=author.id:A5073874233,1.0,1.0,FR
A5045847972,Sarah McKetta,https://api.openalex.org/works?filter=author.id:A5045847972,20.0,65.0,US
A5067493080,Agostino Merico,https://api.openalex.org/works?filter=author.id:A5067493080,34.0,93.0,DE
A5074270541,Kevin Carmody,https://api.openalex.org/works?filter=author.id:A5074270541,3.0,11.0,GB
A5065022263,Juan Pablo Bascur,https://api.openalex.org/works?filter=author.id:A5065022263,4.0,14.0,NL
A5010677626,Shuhei Kurizaki,https://api.openalex.org/works?filter=author.id:A5010677626,6.0,12.0,JP
A5058766860,Oded Cats,https://api.openalex.org/works?filter=author.id:A5058766860,56.0,431.0,SE
A5069311949,Ryosuke Yamanishi,https://api.openalex.org/works?filter=author.id:A5069311949,8.0,121.0,JP
A5071329338,Xudong Tang,https://api.openalex.org/works?filter=author.id:A5071329338,28.0,175.0,CN
A5018297686,Johan Järlehed,https://api.openalex.org/works?filter=author.id:A5018297686,10.0,32.0,NL
A5030092162,Emilio Calvano,https://api.openalex.org/works?filter=author.id:A5030092162,19.0,46.0,
A5090347814,Paula Andrea Pérez-Toro,https://api.openalex.org/works?filter=author.id:A5090347814,11.0,73.0,DE
A5085261603,Niccolò Di Marco,https://api.openalex.org/works?filter=author.id:A5085261603,7.0,44.0,
A5064802580,Dimitrios Kokkinakis,https://api.openalex.org/works?filter=author.id:A5064802580,15.0,106.0,SE
A5031948957,Viviane Eiko Ito Yamasaki,https://api.openalex.org/works?filter=author.id:A5031948957,2.0,9.0,
A5101757276,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5101757276,6.0,23.0,DE
A5100420388,Hong Chen,https://api.openalex.org/works?filter=author.id:A5100420388,82.0,1202.0,CN
A5037188851,David Gamba,https://api.openalex.org/works?filter=author.id:A5037188851,1.0,5.0,US
A5124876464,Axel Alness Borg,https://api.openalex.org/works?filter=author.id:A5124876464,0.0,1.0,SE
A5077865016,Larry V. Hedges,https://api.openalex.org/works?filter=author.id:A5077865016,98.0,450.0,US
A5066295934,Denitsa Saynova,https://api.openalex.org/works?filter=author.id:A5066295934,2.0,9.0,
A5088448789,Federico Battiston,https://api.openalex.org/works?filter=author.id:A5088448789,29.0,130.0,
A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,9.0,41.0,US
A5100675358,Ai‐Jun Wang,https://api.openalex.org/works?filter=author.id:A5100675358,81.0,724.0,US
